Size		Insertion	Quick		Heap		Count		Radix		Bucket		All Sorted
----		---------	-----		----		-----		-----		------		----------
256		0.001357	0.001173	0.000303	0.002721	0.002096	0.005761		True
512		0.002948	0.000230	0.000225	0.000587	0.000176	0.000844		True
1024		0.011376	0.000479	0.000469	0.000583	0.000327	0.001622		True
2048		0.047141	0.000997	0.001010	0.000689	0.000643	0.003292		True
4096		0.184989	0.002105	0.002075	0.000782	0.001285	0.006660		True
8192		0.746381	0.004459	0.004507	0.000957	0.002537	0.013850		True
16384		2.974055	0.009278	0.009373	0.001301	0.005084	0.028034		True
32768		11.936864	0.021486	0.020036	0.001952	0.010617	0.065313		True
65536		48.082246	0.040234	0.040455	0.003323	0.020468	0.127268		True
